id,run_id,task_id,section,source_agent,title,source_media,published_at,link,images,summary_zh,brief_zh,is_primary_candidate,metadata,created_at
354,2c8e82d46332,1f42e33da2214627,政治经济,33,What Does an Ultra-Luxury First Class Ticket Get You? Flying in a Frictionless Bubble.,NYT > Business,2026-04-06T09:00:08+00:00,https://www.nytimes.com/2026/04/06/travel/first-class-luxury-flight-air-france-la-premiere.html,[],,,False,"{""summary_en"": ""A writer reports from inside the premium bubble, where there’s no such thing as too much, petty annoyances are nonexistent and the real world never intrudes.""}",2026-04-06T09:09:14.782631+00:00
391,2c8e82d46332,3bda1ce234ce4010,政治经济,33,What Does an Ultra-Luxury First Class Ticket Get You? Flying in a Frictionless Bubble.,NYT > Business,2026-04-06T09:00:08+00:00,https://www.nytimes.com/2026/04/06/travel/first-class-luxury-flight-air-france-la-premiere.html,[],,,False,"{""summary_en"": ""A writer reports from inside the premium bubble, where there’s no such thing as too much, petty annoyances are nonexistent and the real world never intrudes.""}",2026-04-06T09:09:22.840085+00:00
392,2c8e82d46332,3bda1ce234ce4010,政治经济,33,Iran War Live Updates: Israel and Iran Trade Attacks After Trump’s New Hormuz Ultimatum,NYT > World News,2026-04-06T08:57:32+00:00,https://www.nytimes.com/live/2026/04/06/world/iran-war-trump-israel,[],,,False,"{""summary_en"": ""The fighting on Monday morning followed President Trump’s threat to bomb power plants and bridges on Tuesday if Iran did not open the Strait of Hormuz.""}",2026-04-06T09:09:22.840085+00:00
355,2c8e82d46332,1f42e33da2214627,政治经济,33,Iran War Live Updates: Israel and Iran Trade Attacks After Trump’s New Hormuz Ultimatum,NYT > World News,2026-04-06T08:57:32+00:00,https://www.nytimes.com/live/2026/04/06/world/iran-war-trump-israel,[],,,False,"{""summary_en"": ""The fighting on Monday morning followed President Trump’s threat to bomb power plants and bridges on Tuesday if Iran did not open the Strait of Hormuz.""}",2026-04-06T09:09:14.782631+00:00
356,2c8e82d46332,1f42e33da2214627,政治经济,33,Pope Leo XIV Calls for Peace in First Easter Mass,NYT > World News,2026-04-06T08:57:13+00:00,https://www.nytimes.com/2026/04/05/world/europe/pope-leo-easter.html,[],,,False,"{""summary_en"": ""The pontiff’s Easter remarks follow a Palm Sunday homily in which he said God rejected the prayers of “those who wage war.”""}",2026-04-06T09:09:14.782631+00:00
393,2c8e82d46332,3bda1ce234ce4010,政治经济,33,Pope Leo XIV Calls for Peace in First Easter Mass,NYT > World News,2026-04-06T08:57:13+00:00,https://www.nytimes.com/2026/04/05/world/europe/pope-leo-easter.html,[],,,False,"{""summary_en"": ""The pontiff’s Easter remarks follow a Palm Sunday homily in which he said God rejected the prayers of “those who wage war.”""}",2026-04-06T09:09:22.840085+00:00
283,04b8d4019b72,5ea36594f8b14e96,政治经济,33,Iran War Live Updates: Israel and Iran Trade Attacks After Trump’s New Hormuz Ultimatum,NYT > World News,2026-04-06T08:33:52+00:00,https://www.nytimes.com/live/2026/04/06/world/iran-war-trump-israel,[],,,False,"{""summary_en"": ""The fighting on Monday morning followed President Trump’s threat to bomb power plants and bridges on Tuesday if Iran did not open the Strait of Hormuz.""}",2026-04-06T08:53:44.542269+00:00
209,cb7fff031c0f,4d353ecb890f4138,政治经济,33,Iran War Live Updates: Israel and Iran Trade Attacks After Trump’s New Hormuz Ultimatum,NYT > World News,2026-04-06T08:33:52+00:00,https://www.nytimes.com/live/2026/04/06/world/iran-war-trump-israel,[],,,False,"{""summary_en"": ""The fighting on Monday morning followed President Trump’s threat to bomb power plants and bridges on Tuesday if Iran did not open the Strait of Hormuz.""}",2026-04-06T08:49:34.027814+00:00
357,2c8e82d46332,1f42e33da2214627,政治经济,33,"Iran’s top university bombed as US, Israel intensify attacks; 34 killed","Al Jazeera – Breaking News, World News and Video from Al Jazeera",2026-04-06T08:31:35+00:00,https://www.aljazeera.com/news/2026/4/6/irans-top-university-bombed-as-us-israel-intensify-attacks-34-killed?traffic_source=rss,"[""https://www.aljazeera.com/wp-content/uploads/2026/04/2026-04-04T115208Z_684014684_RC2AIKATOXYV_RTRMADP_3_IRAN-CRISIS-1775459231.jpg?resize=1920%2C1440"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/2026-04-04T115208Z_684014684_RC2AIKATOXYV_RTRMADP_3_IRAN-CRISIS-1775459231.jpg?resize=770%2C513&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2024/05/2017-06-08T131939Z_1189275883_RC11B0FE7F20_RTRMADP_3_GULF-QATAR-JAZEERA-1714943623.jpg?resize=96%2C96&quality=80"", ""https://www.aljazeera.com/static/media/aj-footer-logo.bac952ad.svg""]",,,False,"{""summary_en"": ""Tehran says it will respond 'in kind' to attacks on its infrastructure, accuses Trump of inciting 'war crimes'.""}",2026-04-06T09:09:14.782631+00:00
394,2c8e82d46332,3bda1ce234ce4010,政治经济,33,"Iran’s top university bombed as US, Israel intensify attacks; 34 killed","Al Jazeera – Breaking News, World News and Video from Al Jazeera",2026-04-06T08:31:35+00:00,https://www.aljazeera.com/news/2026/4/6/irans-top-university-bombed-as-us-israel-intensify-attacks-34-killed?traffic_source=rss,"[""https://www.aljazeera.com/wp-content/uploads/2026/04/2026-04-04T115208Z_684014684_RC2AIKATOXYV_RTRMADP_3_IRAN-CRISIS-1775459231.jpg?resize=1920%2C1440"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/2026-04-04T115208Z_684014684_RC2AIKATOXYV_RTRMADP_3_IRAN-CRISIS-1775459231.jpg?resize=770%2C513&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2024/05/2017-06-08T131939Z_1189275883_RC11B0FE7F20_RTRMADP_3_GULF-QATAR-JAZEERA-1714943623.jpg?resize=96%2C96&quality=80"", ""https://www.aljazeera.com/static/media/aj-footer-logo.bac952ad.svg""]",,,False,"{""summary_en"": ""Tehran says it will respond 'in kind' to attacks on its infrastructure, accuses Trump of inciting 'war crimes'.""}",2026-04-06T09:09:22.840085+00:00
135,7dc36fa41b13,0b44f703bccb4c34,政治经济,33,Iran War Live Updates: Israel and Iran Trade Attacks After Trump’s New Hormuz Ultimatum,NYT > World News,2026-04-06T08:30:00+00:00,https://www.nytimes.com/live/2026/04/06/world/iran-war-trump-israel,[],,,False,"{""summary_en"": ""The fighting on Monday morning followed President Trump’s threat to bomb power plants and bridges on Tuesday if Iran did not open the Strait of Hormuz.""}",2026-04-06T08:35:31.726798+00:00
113,7dc36fa41b13,14d9203608d74b6e,体育娱乐,xhs,"Ranveer Singh’s ‘Dhurandhar: The Revenge’ Crosses $174 Million Globally, Becomes First Indian Film to Top $25 Million in North America",Variety,2026-04-06T08:05:15+00:00,https://variety.com/2026/film/box-office/ranveer-singh-dhurandhar-the-revenge-174-million-globally-1236709179/,"[""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?crop=0px%2C25px%2C1000px%2C562px&resize=1000%2C563"", ""https://sb.scorecardresearch.com/p?c1=2&c2=6035310&c4=&cv=3.9&cj=1"", ""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?w=1000&h=667&crop=1"", ""https://variety.com/wp-content/themes/pmc-variety-2020/assets/public/lazyload-fallback.gif"", ""https://pixel.quantserve.com/pixel?a.1=&a.2=p-31f3D02tYU8zY""]",,,False,"{""summary_en"": ""Jio Studios and B62 Studios’ “Dhurandhar: The Revenge” has crossed INR1,622 crores ($174.4 million) worldwide through its third weekend, becoming the first Indian film to surpass $25 million in North America and €1 million ($1.1 million) in Germany. The Aditya Dhar-directed spy-action sequel’s India gross stands at $132.1 million. In Germany, the film established itself […]""}",2026-04-06T08:35:28.191419+00:00
187,cb7fff031c0f,6ce5965054474142,体育娱乐,xhs,"Ranveer Singh’s ‘Dhurandhar: The Revenge’ Crosses $174 Million Globally, Becomes First Indian Film to Top $25 Million in North America",Variety,2026-04-06T08:05:15+00:00,https://variety.com/2026/film/box-office/ranveer-singh-dhurandhar-the-revenge-174-million-globally-1236709179/,"[""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?crop=0px%2C25px%2C1000px%2C562px&resize=1000%2C563"", ""https://sb.scorecardresearch.com/p?c1=2&c2=6035310&c4=&cv=3.9&cj=1"", ""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?w=1000&h=667&crop=1"", ""https://variety.com/wp-content/themes/pmc-variety-2020/assets/public/lazyload-fallback.gif"", ""https://pixel.quantserve.com/pixel?a.1=&a.2=p-31f3D02tYU8zY""]",,,False,"{""summary_en"": ""Jio Studios and B62 Studios’ “Dhurandhar: The Revenge” has crossed INR1,622 crores ($174.4 million) worldwide through its third weekend, becoming the first Indian film to surpass $25 million in North America and €1 million ($1.1 million) in Germany. The Aditya Dhar-directed spy-action sequel’s India gross stands at $132.1 million. In Germany, the film established itself […]""}",2026-04-06T08:49:29.792884+00:00
261,04b8d4019b72,097c332c657643cc,体育娱乐,xhs,"Ranveer Singh’s ‘Dhurandhar: The Revenge’ Crosses $174 Million Globally, Becomes First Indian Film to Top $25 Million in North America",Variety,2026-04-06T08:05:15+00:00,https://variety.com/2026/film/box-office/ranveer-singh-dhurandhar-the-revenge-174-million-globally-1236709179/,"[""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?crop=0px%2C25px%2C1000px%2C562px&resize=1000%2C563"", ""https://sb.scorecardresearch.com/p?c1=2&c2=6035310&c4=&cv=3.9&cj=1"", ""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?w=1000&h=667&crop=1"", ""https://variety.com/wp-content/themes/pmc-variety-2020/assets/public/lazyload-fallback.gif"", ""https://pixel.quantserve.com/pixel?a.1=&a.2=p-31f3D02tYU8zY""]",,,False,"{""summary_en"": ""Jio Studios and B62 Studios’ “Dhurandhar: The Revenge” has crossed INR1,622 crores ($174.4 million) worldwide through its third weekend, becoming the first Indian film to surpass $25 million in North America and €1 million ($1.1 million) in Germany. The Aditya Dhar-directed spy-action sequel’s India gross stands at $132.1 million. In Germany, the film established itself […]""}",2026-04-06T08:53:42.799433+00:00
335,2c8e82d46332,d38604b2058f41e3,体育娱乐,xhs,"Ranveer Singh’s ‘Dhurandhar: The Revenge’ Crosses $174 Million Globally, Becomes First Indian Film to Top $25 Million in North America",Variety,2026-04-06T08:05:15+00:00,https://variety.com/2026/film/box-office/ranveer-singh-dhurandhar-the-revenge-174-million-globally-1236709179/,"[""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?crop=0px%2C25px%2C1000px%2C562px&resize=1000%2C563"", ""https://sb.scorecardresearch.com/p?c1=2&c2=6035310&c4=&cv=3.9&cj=1"", ""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?w=1000&h=667&crop=1"", ""https://variety.com/wp-content/themes/pmc-variety-2020/assets/public/lazyload-fallback.gif"", ""https://pixel.quantserve.com/pixel?a.1=&a.2=p-31f3D02tYU8zY""]",,,False,"{""summary_en"": ""Jio Studios and B62 Studios’ “Dhurandhar: The Revenge” has crossed INR1,622 crores ($174.4 million) worldwide through its third weekend, becoming the first Indian film to surpass $25 million in North America and €1 million ($1.1 million) in Germany. The Aditya Dhar-directed spy-action sequel’s India gross stands at $132.1 million. In Germany, the film established itself […]""}",2026-04-06T09:09:14.312591+00:00
313,04b8d4019b72,168e765c5b0f4965,体育娱乐,xhs,"Ranveer Singh’s ‘Dhurandhar: The Revenge’ Crosses $174 Million Globally, Becomes First Indian Film to Top $25 Million in North America",Variety,2026-04-06T08:05:15+00:00,https://variety.com/2026/film/box-office/ranveer-singh-dhurandhar-the-revenge-174-million-globally-1236709179/,"[""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?crop=0px%2C25px%2C1000px%2C562px&resize=1000%2C563"", ""https://sb.scorecardresearch.com/p?c1=2&c2=6035310&c4=&cv=3.9&cj=1"", ""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?w=1000&h=667&crop=1"", ""https://variety.com/wp-content/themes/pmc-variety-2020/assets/public/lazyload-fallback.gif"", ""https://pixel.quantserve.com/pixel?a.1=&a.2=p-31f3D02tYU8zY""]",,,False,"{""summary_en"": ""Jio Studios and B62 Studios’ “Dhurandhar: The Revenge” has crossed INR1,622 crores ($174.4 million) worldwide through its third weekend, becoming the first Indian film to surpass $25 million in North America and €1 million ($1.1 million) in Germany. The Aditya Dhar-directed spy-action sequel’s India gross stands at $132.1 million. In Germany, the film established itself […]""}",2026-04-06T08:53:50.993958+00:00
225,cb7fff031c0f,e90e002a932b4fa8,体育娱乐,xhs,"Ranveer Singh’s ‘Dhurandhar: The Revenge’ Crosses $174 Million Globally, Becomes First Indian Film to Top $25 Million in North America",Variety,2026-04-06T08:05:15+00:00,https://variety.com/2026/film/box-office/ranveer-singh-dhurandhar-the-revenge-174-million-globally-1236709179/,"[""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?crop=0px%2C25px%2C1000px%2C562px&resize=1000%2C563"", ""https://sb.scorecardresearch.com/p?c1=2&c2=6035310&c4=&cv=3.9&cj=1"", ""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?w=1000&h=667&crop=1"", ""https://variety.com/wp-content/themes/pmc-variety-2020/assets/public/lazyload-fallback.gif"", ""https://pixel.quantserve.com/pixel?a.1=&a.2=p-31f3D02tYU8zY""]",,,False,"{""summary_en"": ""Jio Studios and B62 Studios’ “Dhurandhar: The Revenge” has crossed INR1,622 crores ($174.4 million) worldwide through its third weekend, becoming the first Indian film to surpass $25 million in North America and €1 million ($1.1 million) in Germany. The Aditya Dhar-directed spy-action sequel’s India gross stands at $132.1 million. In Germany, the film established itself […]""}",2026-04-06T08:49:36.382189+00:00
165,7dc36fa41b13,1e965f57bc764808,体育娱乐,xhs,"Ranveer Singh’s ‘Dhurandhar: The Revenge’ Crosses $174 Million Globally, Becomes First Indian Film to Top $25 Million in North America",Variety,2026-04-06T08:05:15+00:00,https://variety.com/2026/film/box-office/ranveer-singh-dhurandhar-the-revenge-174-million-globally-1236709179/,"[""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?crop=0px%2C25px%2C1000px%2C562px&resize=1000%2C563"", ""https://sb.scorecardresearch.com/p?c1=2&c2=6035310&c4=&cv=3.9&cj=1"", ""https://variety.com/wp-content/uploads/2026/03/Dhurandhar-The-Revenge.jpg?w=1000&h=667&crop=1"", ""https://variety.com/wp-content/themes/pmc-variety-2020/assets/public/lazyload-fallback.gif"", ""https://pixel.quantserve.com/pixel?a.1=&a.2=p-31f3D02tYU8zY""]",,,False,"{""summary_en"": ""Jio Studios and B62 Studios’ “Dhurandhar: The Revenge” has crossed INR1,622 crores ($174.4 million) worldwide through its third weekend, becoming the first Indian film to surpass $25 million in North America and €1 million ($1.1 million) in Germany. The Aditya Dhar-directed spy-action sequel’s India gross stands at $132.1 million. In Germany, the film established itself […]""}",2026-04-06T08:35:37.071120+00:00
136,7dc36fa41b13,0b44f703bccb4c34,政治经济,33,Iran war: What is happening on day 38 of US-Israeli attacks?,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",2026-04-06T08:01:40+00:00,https://www.aljazeera.com/news/2026/4/6/iran-war-what-is-happening-on-day-38-of-us-israeli-attacks?traffic_source=rss,"[""https://www.aljazeera.com/wp-content/uploads/2026/04/afp_69d34cf7e7bb-1775455479.jpg?resize=1920%2C1440"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/afp_69d34cf7e7bb-1775455479.jpg?resize=730%2C410&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2024/09/SOR06401-1-1727077516.jpg?resize=96%2C96&quality=80"", ""https://www.aljazeera.com/static/media/aj-footer-logo.bac952ad.svg""]",,,False,"{""summary_en"": ""Tensions continue after Trump's threat on Truth Social for Iran to reopen the Strait of Hormuz.""}",2026-04-06T08:35:31.726798+00:00
358,2c8e82d46332,1f42e33da2214627,政治经济,33,Iran war: What is happening on day 38 of US-Israeli attacks?,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",2026-04-06T08:01:40+00:00,https://www.aljazeera.com/news/2026/4/6/iran-war-what-is-happening-on-day-38-of-us-israeli-attacks?traffic_source=rss,"[""https://www.aljazeera.com/wp-content/uploads/2026/04/afp_69d34cf7e7bb-1775455479.jpg?resize=1920%2C1440"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/afp_69d34cf7e7bb-1775455479.jpg?resize=730%2C410&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2024/09/SOR06401-1-1727077516.jpg?resize=96%2C96&quality=80"", ""https://www.aljazeera.com/static/media/aj-footer-logo.bac952ad.svg""]",,,False,"{""summary_en"": ""Tensions continue after Trump's threat on Truth Social for Iran to reopen the Strait of Hormuz.""}",2026-04-06T09:09:14.782631+00:00
210,cb7fff031c0f,4d353ecb890f4138,政治经济,33,Iran war: What is happening on day 38 of US-Israeli attacks?,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",2026-04-06T08:01:40+00:00,https://www.aljazeera.com/news/2026/4/6/iran-war-what-is-happening-on-day-38-of-us-israeli-attacks?traffic_source=rss,"[""https://www.aljazeera.com/wp-content/uploads/2026/04/afp_69d34cf7e7bb-1775455479.jpg?resize=1920%2C1440"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/afp_69d34cf7e7bb-1775455479.jpg?resize=730%2C410&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2024/09/SOR06401-1-1727077516.jpg?resize=96%2C96&quality=80"", ""https://www.aljazeera.com/static/media/aj-footer-logo.bac952ad.svg""]",,,False,"{""summary_en"": ""Tensions continue after Trump's threat on Truth Social for Iran to reopen the Strait of Hormuz.""}",2026-04-06T08:49:34.027814+00:00
284,04b8d4019b72,5ea36594f8b14e96,政治经济,33,Iran war: What is happening on day 38 of US-Israeli attacks?,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",2026-04-06T08:01:40+00:00,https://www.aljazeera.com/news/2026/4/6/iran-war-what-is-happening-on-day-38-of-us-israeli-attacks?traffic_source=rss,"[""https://www.aljazeera.com/wp-content/uploads/2026/04/afp_69d34cf7e7bb-1775455479.jpg?resize=1920%2C1440"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/afp_69d34cf7e7bb-1775455479.jpg?resize=730%2C410&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2024/09/SOR06401-1-1727077516.jpg?resize=96%2C96&quality=80"", ""https://www.aljazeera.com/static/media/aj-footer-logo.bac952ad.svg""]",,,False,"{""summary_en"": ""Tensions continue after Trump's threat on Truth Social for Iran to reopen the Strait of Hormuz.""}",2026-04-06T08:53:44.542269+00:00
395,2c8e82d46332,3bda1ce234ce4010,政治经济,33,Iran war: What is happening on day 38 of US-Israeli attacks?,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",2026-04-06T08:01:40+00:00,https://www.aljazeera.com/news/2026/4/6/iran-war-what-is-happening-on-day-38-of-us-israeli-attacks?traffic_source=rss,"[""https://www.aljazeera.com/wp-content/uploads/2026/04/afp_69d34cf7e7bb-1775455479.jpg?resize=1920%2C1440"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/afp_69d34cf7e7bb-1775455479.jpg?resize=730%2C410&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2024/09/SOR06401-1-1727077516.jpg?resize=96%2C96&quality=80"", ""https://www.aljazeera.com/static/media/aj-footer-logo.bac952ad.svg""]",,,False,"{""summary_en"": ""Tensions continue after Trump's threat on Truth Social for Iran to reopen the Strait of Hormuz.""}",2026-04-06T09:09:22.840085+00:00
285,04b8d4019b72,5ea36594f8b14e96,政治经济,33,‘Cocktail of Hindutva and welfarism’: How Modi’s BJP is wooing Assam voters,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",2026-04-06T07:57:38+00:00,https://www.aljazeera.com/news/2026/4/6/cocktail-of-hindutva-and-welfarism-how-modis-bjp-is-wooing-assam-voters?traffic_source=rss,"[""https://www.aljazeera.com/wp-content/uploads/2026/04/Amir-Ali-in-his-50s-says-someday-he-hopes-to-find-peace-in-hostile-Assam.-Arshad-Ahmed_Al-Jazeera-1775453973.jpg?resize=1920%2C1440"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/Amir-Ali-in-his-50s-says-someday-he-hopes-to-find-peace-in-hostile-Assam.-Arshad-Ahmed_Al-Jazeera-1775453973.jpg?resize=770%2C513&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2025/10/ArshadPhoto-1759456576.jpg?resize=96%2C96&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/Amoiya-Medhi-1775453978.jpg?w=770&resize=770%2C513&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/IMG_4115-1775454013.jpg?w=770&resize=770%2C513&quality=80""]",,,False,"{""summary_en"": ""Party banks on mix of xenophobic anti-Muslim policies and financial aid schemes aimed at women to retain power in state.""}",2026-04-06T08:53:44.542269+00:00
359,2c8e82d46332,1f42e33da2214627,政治经济,33,‘Cocktail of Hindutva and welfarism’: How Modi’s BJP is wooing Assam voters,"Al Jazeera – Breaking News, World News and Video from Al Jazeera",2026-04-06T07:57:38+00:00,https://www.aljazeera.com/news/2026/4/6/cocktail-of-hindutva-and-welfarism-how-modis-bjp-is-wooing-assam-voters?traffic_source=rss,"[""https://www.aljazeera.com/wp-content/uploads/2026/04/Amir-Ali-in-his-50s-says-someday-he-hopes-to-find-peace-in-hostile-Assam.-Arshad-Ahmed_Al-Jazeera-1775453973.jpg?resize=1920%2C1440"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/Amir-Ali-in-his-50s-says-someday-he-hopes-to-find-peace-in-hostile-Assam.-Arshad-Ahmed_Al-Jazeera-1775453973.jpg?resize=770%2C513&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2025/10/ArshadPhoto-1759456576.jpg?resize=96%2C96&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/Amoiya-Medhi-1775453978.jpg?w=770&resize=770%2C513&quality=80"", ""https://www.aljazeera.com/wp-content/uploads/2026/04/IMG_4115-1775454013.jpg?w=770&resize=770%2C513&quality=80""]",,,False,"{""summary_en"": ""Party banks on mix of xenophobic anti-Muslim policies and financial aid schemes aimed at women to retain power in state.""}",2026-04-06T09:09:14.782631+00:00
