id,run_id,review_task_id,section,material_id,verdict,reason,created_at
65,a5768aefa005,e634c43ae7fb409e,其他,4783,approved,审核通过。,2026-04-07 18:51:02.934529+00
66,a5768aefa005,e634c43ae7fb409e,其他,4791,approved,审核通过。,2026-04-07 18:51:02.9502+00
67,a5768aefa005,b4c2b4c447024f2e,政治经济,4796,approved,审核通过。,2026-04-07 18:51:05.063459+00
68,a5768aefa005,b4c2b4c447024f2e,政治经济,4797,approved,审核通过。,2026-04-07 18:51:05.080857+00
69,a5768aefa005,b4c2b4c447024f2e,政治经济,4798,approved,审核通过。,2026-04-07 18:51:05.096107+00
70,a5768aefa005,b4c2b4c447024f2e,政治经济,4792,approved,审核通过。,2026-04-07 18:51:05.108767+00
71,a5768aefa005,b4c2b4c447024f2e,政治经济,4799,approved,审核通过。,2026-04-07 18:51:05.125896+00
72,a5768aefa005,b4c2b4c447024f2e,政治经济,4800,approved,审核通过。,2026-04-07 18:51:05.141682+00
73,a5768aefa005,b4c2b4c447024f2e,政治经济,4801,approved,审核通过。,2026-04-07 18:51:05.159405+00
74,a5768aefa005,b4c2b4c447024f2e,政治经济,4794,approved,审核通过。,2026-04-07 18:51:05.171638+00
75,a5768aefa005,b4c2b4c447024f2e,政治经济,4802,approved,审核通过。,2026-04-07 18:51:05.183979+00
76,a5768aefa005,b4c2b4c447024f2e,政治经济,4795,approved,审核通过。,2026-04-07 18:51:05.200533+00
77,a5768aefa005,b4c2b4c447024f2e,政治经济,4793,approved,审核通过。,2026-04-07 18:51:05.21354+00
78,a5768aefa005,b4c2b4c447024f2e,政治经济,4803,approved,审核通过。,2026-04-07 18:51:05.227777+00
79,a5768aefa005,b4c2b4c447024f2e,政治经济,4804,approved,审核通过。,2026-04-07 18:51:05.241933+00
80,a5768aefa005,28d4adb29c974726,体育娱乐,4776,approved,审核通过。,2026-04-07 18:51:09.346005+00
81,a5768aefa005,28d4adb29c974726,体育娱乐,4805,rejected,与同板块素材链接重复,2026-04-07 18:51:09.355975+00
82,a5768aefa005,28d4adb29c974726,体育娱乐,4806,approved,审核通过。,2026-04-07 18:51:09.366473+00
83,a5768aefa005,28d4adb29c974726,体育娱乐,4777,rejected,与同板块素材链接重复,2026-04-07 18:51:09.376412+00
84,a5768aefa005,28d4adb29c974726,体育娱乐,4778,approved,审核通过。,2026-04-07 18:51:09.389894+00
85,a5768aefa005,28d4adb29c974726,体育娱乐,4779,approved,审核通过。,2026-04-07 18:51:09.404914+00
86,a5768aefa005,28d4adb29c974726,体育娱乐,4808,rejected,与同板块素材链接重复,2026-04-07 18:51:09.415489+00
87,a5768aefa005,28d4adb29c974726,体育娱乐,4807,rejected,与同板块素材链接重复,2026-04-07 18:51:09.427655+00
88,a5768aefa005,c01c9133522c41ea,科技,4809,approved,审核通过。,2026-04-07 18:51:15.532799+00
89,a5768aefa005,c01c9133522c41ea,科技,4810,approved,审核通过。,2026-04-07 18:51:15.545158+00
90,a5768aefa005,c01c9133522c41ea,科技,4811,approved,审核通过。,2026-04-07 18:51:15.556491+00
91,a5768aefa005,c01c9133522c41ea,科技,4812,approved,审核通过。,2026-04-07 18:51:15.57082+00
92,a5768aefa005,c01c9133522c41ea,科技,4813,approved,审核通过。,2026-04-07 18:51:15.582279+00
93,a5768aefa005,c01c9133522c41ea,科技,4814,approved,审核通过。,2026-04-07 18:51:15.593314+00
94,a5768aefa005,c01c9133522c41ea,科技,4815,approved,审核通过。,2026-04-07 18:51:15.604022+00
95,a5768aefa005,c01c9133522c41ea,科技,4816,approved,审核通过。,2026-04-07 18:51:15.615794+00
96,a5768aefa005,c01c9133522c41ea,科技,4817,approved,审核通过。,2026-04-07 18:51:15.626087+00
97,a5768aefa005,c01c9133522c41ea,科技,4818,approved,审核通过。,2026-04-07 18:51:15.637261+00
98,a5768aefa005,c01c9133522c41ea,科技,4819,approved,审核通过。,2026-04-07 18:51:15.647738+00
99,a5768aefa005,ffe48cf6e2284586,体育娱乐,4805,approved,审核通过。,2026-04-07 18:51:15.70774+00
100,a5768aefa005,ffe48cf6e2284586,体育娱乐,4820,rejected,与同板块素材链接重复,2026-04-07 18:51:15.718088+00
101,a5768aefa005,ffe48cf6e2284586,体育娱乐,4776,rejected,与同板块素材链接重复,2026-04-07 18:51:15.728064+00
102,a5768aefa005,ffe48cf6e2284586,体育娱乐,4777,approved,审核通过。,2026-04-07 18:51:15.738607+00
103,a5768aefa005,ffe48cf6e2284586,体育娱乐,4821,rejected,与同板块素材链接重复,2026-04-07 18:51:15.749094+00
104,a5768aefa005,ffe48cf6e2284586,体育娱乐,4806,rejected,与同板块素材链接重复,2026-04-07 18:51:15.761678+00
105,a5768aefa005,ffe48cf6e2284586,体育娱乐,4823,approved,审核通过。,2026-04-07 18:51:15.772068+00
106,a5768aefa005,ffe48cf6e2284586,体育娱乐,4778,approved,审核通过。,2026-04-07 18:51:15.783216+00
107,a5768aefa005,ffe48cf6e2284586,体育娱乐,4779,rejected,与同板块素材链接重复,2026-04-07 18:51:15.795358+00
108,a5768aefa005,ffe48cf6e2284586,体育娱乐,4807,rejected,与同板块素材链接重复,2026-04-07 18:51:15.805905+00
109,a5768aefa005,ffe48cf6e2284586,体育娱乐,4808,rejected,与同板块素材链接重复,2026-04-07 18:51:15.818851+00
110,a5768aefa005,ffe48cf6e2284586,体育娱乐,4822,rejected,与同板块素材链接重复,2026-04-07 18:51:15.830993+00
111,a5768aefa005,5f30b7364cc64779,体育娱乐,4776,approved,审核通过。,2026-04-07 18:51:23.927767+00
112,a5768aefa005,5f30b7364cc64779,体育娱乐,4805,rejected,与同板块素材链接重复,2026-04-07 18:51:23.937346+00
113,a5768aefa005,5f30b7364cc64779,体育娱乐,4820,rejected,与同板块素材链接重复,2026-04-07 18:51:23.946452+00
114,a5768aefa005,5f30b7364cc64779,体育娱乐,4824,rejected,与同板块素材链接重复,2026-04-07 18:51:23.955685+00
115,a5768aefa005,5f30b7364cc64779,体育娱乐,4806,approved,审核通过。,2026-04-07 18:51:23.964804+00
116,a5768aefa005,5f30b7364cc64779,体育娱乐,4777,rejected,与同板块素材链接重复,2026-04-07 18:51:23.974202+00
117,a5768aefa005,5f30b7364cc64779,体育娱乐,4821,rejected,与同板块素材链接重复,2026-04-07 18:51:23.983991+00
118,a5768aefa005,5f30b7364cc64779,体育娱乐,4825,rejected,与同板块素材链接重复,2026-04-07 18:51:23.993374+00
119,a5768aefa005,5f30b7364cc64779,体育娱乐,4822,approved,审核通过。,2026-04-07 18:51:24.002503+00
120,a5768aefa005,5f30b7364cc64779,体育娱乐,4823,approved,审核通过。,2026-04-07 18:51:24.013458+00
121,a5768aefa005,5f30b7364cc64779,体育娱乐,4827,rejected,与同板块素材链接重复,2026-04-07 18:51:24.022942+00
122,a5768aefa005,5f30b7364cc64779,体育娱乐,4778,rejected,与同板块素材链接重复,2026-04-07 18:51:24.032052+00
123,a5768aefa005,5f30b7364cc64779,体育娱乐,4779,rejected,与同板块素材链接重复,2026-04-07 18:51:24.041232+00
124,a5768aefa005,5f30b7364cc64779,体育娱乐,4807,rejected,与同板块素材链接重复,2026-04-07 18:51:24.0507+00
125,a5768aefa005,5f30b7364cc64779,体育娱乐,4808,rejected,与同板块素材链接重复,2026-04-07 18:51:24.059718+00
126,a5768aefa005,5f30b7364cc64779,体育娱乐,4826,rejected,与同板块素材链接重复,2026-04-07 18:51:24.068966+00
127,a5768aefa005,4151de9379694282,体育娱乐,4776,approved,审核通过。,2026-04-07 18:51:32.167281+00
128,a5768aefa005,4151de9379694282,体育娱乐,4824,rejected,与同板块素材链接重复,2026-04-07 18:51:32.176896+00
129,a5768aefa005,4151de9379694282,体育娱乐,4805,rejected,与同板块素材链接重复,2026-04-07 18:51:32.186774+00
130,a5768aefa005,4151de9379694282,体育娱乐,4820,rejected,与同板块素材链接重复,2026-04-07 18:51:32.196619+00
131,a5768aefa005,4151de9379694282,体育娱乐,4828,rejected,与同板块素材链接重复,2026-04-07 18:51:32.205978+00
132,a5768aefa005,4151de9379694282,体育娱乐,4821,approved,审核通过。,2026-04-07 18:51:32.215722+00
133,a5768aefa005,4151de9379694282,体育娱乐,4777,rejected,与同板块素材链接重复,2026-04-07 18:51:32.225277+00
134,a5768aefa005,4151de9379694282,体育娱乐,4806,rejected,与同板块素材链接重复,2026-04-07 18:51:32.234954+00
135,a5768aefa005,4151de9379694282,体育娱乐,4825,rejected,与同板块素材链接重复,2026-04-07 18:51:32.244944+00
136,a5768aefa005,4151de9379694282,体育娱乐,4829,rejected,与同板块素材链接重复,2026-04-07 18:51:32.254523+00
137,a5768aefa005,4151de9379694282,体育娱乐,4831,approved,审核通过。,2026-04-07 18:51:32.264718+00
138,a5768aefa005,4151de9379694282,体育娱乐,4778,approved,审核通过。,2026-04-07 18:51:32.274477+00
139,a5768aefa005,4151de9379694282,体育娱乐,4779,rejected,与同板块素材链接重复,2026-04-07 18:51:32.284217+00
140,a5768aefa005,4151de9379694282,体育娱乐,4807,rejected,与同板块素材链接重复,2026-04-07 18:51:32.294232+00
141,a5768aefa005,4151de9379694282,体育娱乐,4808,rejected,与同板块素材链接重复,2026-04-07 18:51:32.304166+00
142,a5768aefa005,4151de9379694282,体育娱乐,4822,rejected,与同板块素材链接重复,2026-04-07 18:51:32.315934+00
143,a5768aefa005,4151de9379694282,体育娱乐,4823,rejected,与同板块素材链接重复,2026-04-07 18:51:32.328936+00
144,a5768aefa005,4151de9379694282,体育娱乐,4826,rejected,与同板块素材链接重复,2026-04-07 18:51:32.33966+00
145,a5768aefa005,4151de9379694282,体育娱乐,4827,rejected,与同板块素材链接重复,2026-04-07 18:51:32.351301+00
146,a5768aefa005,4151de9379694282,体育娱乐,4830,rejected,与同板块素材链接重复,2026-04-07 18:51:32.363799+00
147,a5768aefa005,d038c78cd0214fd0,体育娱乐,4776,approved,审核通过。,2026-04-07 18:51:36.454869+00
148,a5768aefa005,d038c78cd0214fd0,体育娱乐,4805,rejected,与同板块素材链接重复,2026-04-07 18:51:36.465115+00
149,a5768aefa005,d038c78cd0214fd0,体育娱乐,4820,rejected,与同板块素材链接重复,2026-04-07 18:51:36.476293+00
150,a5768aefa005,d038c78cd0214fd0,体育娱乐,4824,rejected,与同板块素材链接重复,2026-04-07 18:51:36.487699+00
151,a5768aefa005,d038c78cd0214fd0,体育娱乐,4828,rejected,与同板块素材链接重复,2026-04-07 18:51:36.498787+00
152,a5768aefa005,d038c78cd0214fd0,体育娱乐,4832,rejected,与同板块素材链接重复,2026-04-07 18:51:36.510599+00
153,a5768aefa005,d038c78cd0214fd0,体育娱乐,4821,approved,审核通过。,2026-04-07 18:51:36.522127+00
154,a5768aefa005,d038c78cd0214fd0,体育娱乐,4777,rejected,与同板块素材链接重复,2026-04-07 18:51:36.533623+00
155,a5768aefa005,d038c78cd0214fd0,体育娱乐,4833,rejected,与同板块素材链接重复,2026-04-07 18:51:36.546983+00
156,a5768aefa005,d038c78cd0214fd0,体育娱乐,4825,rejected,与同板块素材链接重复,2026-04-07 18:51:36.558769+00
157,a5768aefa005,d038c78cd0214fd0,体育娱乐,4829,rejected,与同板块素材链接重复,2026-04-07 18:51:36.571683+00
158,a5768aefa005,d038c78cd0214fd0,体育娱乐,4806,rejected,与同板块素材链接重复,2026-04-07 18:51:36.582495+00
159,a5768aefa005,d038c78cd0214fd0,体育娱乐,4807,approved,审核通过。,2026-04-07 18:51:36.596262+00
160,a5768aefa005,d038c78cd0214fd0,体育娱乐,4834,rejected,与同板块素材链接重复,2026-04-07 18:51:36.608119+00
161,a5768aefa005,d038c78cd0214fd0,体育娱乐,4830,rejected,与同板块素材链接重复,2026-04-07 18:51:36.620119+00
162,a5768aefa005,d038c78cd0214fd0,体育娱乐,4778,rejected,与同板块素材链接重复,2026-04-07 18:51:36.632674+00
163,a5768aefa005,d038c78cd0214fd0,体育娱乐,4779,approved,审核通过。,2026-04-07 18:51:36.646123+00
164,a5768aefa005,d038c78cd0214fd0,体育娱乐,4831,rejected,与同板块素材链接重复,2026-04-07 18:51:36.656422+00
165,a5768aefa005,d038c78cd0214fd0,体育娱乐,4827,rejected,与同板块素材链接重复,2026-04-07 18:51:36.668074+00
166,a5768aefa005,d038c78cd0214fd0,体育娱乐,4808,rejected,与同板块素材链接重复,2026-04-07 18:51:36.678949+00
167,a5768aefa005,d038c78cd0214fd0,体育娱乐,4835,rejected,与同板块素材链接重复,2026-04-07 18:51:36.689949+00
168,a5768aefa005,d038c78cd0214fd0,体育娱乐,4822,rejected,与同板块素材链接重复,2026-04-07 18:51:36.701422+00
169,a5768aefa005,d038c78cd0214fd0,体育娱乐,4823,rejected,与同板块素材链接重复,2026-04-07 18:51:36.713629+00
170,a5768aefa005,d038c78cd0214fd0,体育娱乐,4826,rejected,与同板块素材链接重复,2026-04-07 18:51:36.726253+00
171,a5768aefa005,9f37338b4f9143b3,体育娱乐,4841,approved,审核通过。,2026-04-07 18:52:04.935365+00
172,a5768aefa005,9f37338b4f9143b3,体育娱乐,4838,approved,审核通过。,2026-04-07 18:52:04.948527+00
173,a5768aefa005,9f37338b4f9143b3,体育娱乐,4837,approved,审核通过。,2026-04-07 18:52:04.962115+00
174,a5768aefa005,9f37338b4f9143b3,体育娱乐,4836,approved,审核通过。,2026-04-07 18:52:04.973362+00
175,a5768aefa005,9f37338b4f9143b3,体育娱乐,4847,approved,审核通过。,2026-04-07 18:52:04.984541+00
176,a5768aefa005,9f37338b4f9143b3,体育娱乐,4839,approved,审核通过。,2026-04-07 18:52:04.995846+00
177,a5768aefa005,9f37338b4f9143b3,体育娱乐,4840,approved,审核通过。,2026-04-07 18:52:05.008393+00
178,a5768aefa005,9f37338b4f9143b3,体育娱乐,4842,approved,审核通过。,2026-04-07 18:52:05.019517+00
179,a5768aefa005,9f37338b4f9143b3,体育娱乐,4846,approved,审核通过。,2026-04-07 18:52:05.030913+00
180,a5768aefa005,9f37338b4f9143b3,体育娱乐,4843,approved,审核通过。,2026-04-07 18:52:05.04294+00
181,a5768aefa005,9f37338b4f9143b3,体育娱乐,4844,approved,审核通过。,2026-04-07 18:52:05.055854+00
182,a5768aefa005,9f37338b4f9143b3,体育娱乐,4845,approved,审核通过。,2026-04-07 18:52:05.067614+00
183,a5768aefa005,9f37338b4f9143b3,体育娱乐,4776,approved,审核通过。,2026-04-07 18:52:05.080473+00
184,a5768aefa005,9f37338b4f9143b3,体育娱乐,4805,rejected,与同板块素材链接重复,2026-04-07 18:52:05.091023+00
185,a5768aefa005,9f37338b4f9143b3,体育娱乐,4820,rejected,与同板块素材链接重复,2026-04-07 18:52:05.102163+00
186,a5768aefa005,9f37338b4f9143b3,体育娱乐,4824,rejected,与同板块素材链接重复,2026-04-07 18:52:05.113173+00
187,a5768aefa005,9f37338b4f9143b3,体育娱乐,4828,rejected,与同板块素材链接重复,2026-04-07 18:52:05.124946+00
188,a5768aefa005,9f37338b4f9143b3,体育娱乐,4832,rejected,与同板块素材链接重复,2026-04-07 18:52:05.137931+00
189,a5768aefa005,9f37338b4f9143b3,体育娱乐,4825,approved,审核通过。,2026-04-07 18:52:05.15023+00
190,a5768aefa005,9f37338b4f9143b3,体育娱乐,4777,rejected,与同板块素材链接重复,2026-04-07 18:52:05.161654+00
191,a5768aefa005,9f37338b4f9143b3,体育娱乐,4806,rejected,与同板块素材链接重复,2026-04-07 18:52:05.172881+00
192,a5768aefa005,9f37338b4f9143b3,体育娱乐,4833,rejected,与同板块素材链接重复,2026-04-07 18:52:05.183693+00
193,a5768aefa005,9f37338b4f9143b3,体育娱乐,4821,rejected,与同板块素材链接重复,2026-04-07 18:52:05.193978+00
194,a5768aefa005,9f37338b4f9143b3,体育娱乐,4829,rejected,与同板块素材链接重复,2026-04-07 18:52:05.204856+00
195,a5768aefa005,9f37338b4f9143b3,体育娱乐,4830,approved,审核通过。,2026-04-07 18:52:05.216286+00
196,a5768aefa005,9f37338b4f9143b3,体育娱乐,4822,rejected,与同板块素材链接重复,2026-04-07 18:52:05.229779+00
197,a5768aefa005,9f37338b4f9143b3,体育娱乐,4808,approved,审核通过。,2026-04-07 18:52:05.241091+00
198,a5768aefa005,9f37338b4f9143b3,体育娱乐,4807,rejected,与同板块素材链接重复,2026-04-07 18:52:05.2513+00
199,a5768aefa005,9f37338b4f9143b3,体育娱乐,4779,rejected,与同板块素材链接重复,2026-04-07 18:52:05.262018+00
200,a5768aefa005,9f37338b4f9143b3,体育娱乐,4778,rejected,与同板块素材链接重复,2026-04-07 18:52:05.272601+00
201,a5768aefa005,9f37338b4f9143b3,体育娱乐,4823,rejected,与同板块素材链接重复,2026-04-07 18:52:05.283017+00
202,a5768aefa005,9f37338b4f9143b3,体育娱乐,4831,rejected,与同板块素材链接重复,2026-04-07 18:52:05.295205+00
203,a5768aefa005,9f37338b4f9143b3,体育娱乐,4834,rejected,与同板块素材链接重复,2026-04-07 18:52:05.306355+00
204,a5768aefa005,9f37338b4f9143b3,体育娱乐,4835,rejected,与同板块素材链接重复,2026-04-07 18:52:05.317791+00
205,a5768aefa005,9f37338b4f9143b3,体育娱乐,4827,rejected,与同板块素材链接重复,2026-04-07 18:52:05.329711+00
206,a5768aefa005,9f37338b4f9143b3,体育娱乐,4826,rejected,与同板块素材链接重复,2026-04-07 18:52:05.339935+00
207,a5768aefa005,a691212aa60c40fa,体育娱乐,4841,approved,审核通过。,2026-04-07 18:52:13.452588+00
208,a5768aefa005,a691212aa60c40fa,体育娱乐,4838,approved,审核通过。,2026-04-07 18:52:13.461876+00
209,a5768aefa005,a691212aa60c40fa,体育娱乐,4837,approved,审核通过。,2026-04-07 18:52:13.473375+00
210,a5768aefa005,a691212aa60c40fa,体育娱乐,4836,approved,审核通过。,2026-04-07 18:52:13.483638+00
211,a5768aefa005,a691212aa60c40fa,体育娱乐,4847,approved,审核通过。,2026-04-07 18:52:13.49453+00
212,a5768aefa005,a691212aa60c40fa,体育娱乐,4839,approved,审核通过。,2026-04-07 18:52:13.505854+00
213,a5768aefa005,a691212aa60c40fa,体育娱乐,4840,approved,审核通过。,2026-04-07 18:52:13.518239+00
214,a5768aefa005,a691212aa60c40fa,体育娱乐,4842,approved,审核通过。,2026-04-07 18:52:13.52807+00
215,a5768aefa005,a691212aa60c40fa,体育娱乐,4846,approved,审核通过。,2026-04-07 18:52:13.539599+00
216,a5768aefa005,a691212aa60c40fa,体育娱乐,4843,approved,审核通过。,2026-04-07 18:52:13.550663+00
217,a5768aefa005,a691212aa60c40fa,体育娱乐,4844,approved,审核通过。,2026-04-07 18:52:13.560634+00
218,a5768aefa005,a691212aa60c40fa,体育娱乐,4845,approved,审核通过。,2026-04-07 18:52:13.571867+00
219,a5768aefa005,a691212aa60c40fa,体育娱乐,4776,approved,审核通过。,2026-04-07 18:52:13.581877+00
220,a5768aefa005,a691212aa60c40fa,体育娱乐,4805,rejected,与同板块素材链接重复,2026-04-07 18:52:13.592134+00
221,a5768aefa005,a691212aa60c40fa,体育娱乐,4820,rejected,与同板块素材链接重复,2026-04-07 18:52:13.602754+00
222,a5768aefa005,a691212aa60c40fa,体育娱乐,4824,rejected,与同板块素材链接重复,2026-04-07 18:52:13.614874+00
223,a5768aefa005,a691212aa60c40fa,体育娱乐,4828,rejected,与同板块素材链接重复,2026-04-07 18:52:13.625984+00
224,a5768aefa005,a691212aa60c40fa,体育娱乐,4832,rejected,与同板块素材链接重复,2026-04-07 18:52:13.637114+00
225,a5768aefa005,a691212aa60c40fa,体育娱乐,4848,rejected,与同板块素材链接重复,2026-04-07 18:52:13.647209+00
226,a5768aefa005,a691212aa60c40fa,体育娱乐,4821,approved,审核通过。,2026-04-07 18:52:13.656339+00
227,a5768aefa005,a691212aa60c40fa,体育娱乐,4833,rejected,与同板块素材链接重复,2026-04-07 18:52:13.666904+00
228,a5768aefa005,a691212aa60c40fa,体育娱乐,4777,rejected,与同板块素材链接重复,2026-04-07 18:52:13.678446+00
229,a5768aefa005,a691212aa60c40fa,体育娱乐,4825,rejected,与同板块素材链接重复,2026-04-07 18:52:13.687943+00
230,a5768aefa005,a691212aa60c40fa,体育娱乐,4849,rejected,与同板块素材链接重复,2026-04-07 18:52:13.698815+00
231,a5768aefa005,a691212aa60c40fa,体育娱乐,4829,rejected,与同板块素材链接重复,2026-04-07 18:52:13.710195+00
232,a5768aefa005,a691212aa60c40fa,体育娱乐,4806,rejected,与同板块素材链接重复,2026-04-07 18:52:13.722696+00
233,a5768aefa005,a691212aa60c40fa,体育娱乐,4822,approved,审核通过。,2026-04-07 18:52:13.732916+00
234,a5768aefa005,a691212aa60c40fa,体育娱乐,4808,approved,审核通过。,2026-04-07 18:52:13.742376+00
